route,status,title,description,canonical,flags
/kalingastone/quartz/bianco-classic,200,Bianco Classic - KalingaStone Quartz Slab UAE,"Bianco Classic - KalingaStone engineered quartz, Series 3, 3150 × 1450 × 20 mm, Microban® protected. White Quartz range. Delivery across the UAE.",/kalingastone/quartz/bianco-classic,
/kalingastone/quartz/stellar-white,200,Stellar White - KalingaStone Quartz Slab UAE,"Stellar White - KalingaStone engineered quartz, Series 3, 3250 × 1650 × 20 mm. White Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/stellar-white,
/kalingastone/quartz/peppercorn-white,200,Peppercorn White - KalingaStone Quartz Slab UAE,"Peppercorn White - KalingaStone engineered quartz, Series 3, 3250 × 1650 × 20 mm. White Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/peppercorn-white,
/kalingastone/quartz/vetro-bianco,200,Vetro Bianco - KalingaStone Quartz Slab UAE | Global Classic,"Vetro Bianco - KalingaStone engineered quartz, Series 3, 3150 × 1450 × 20 mm. White Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/vetro-bianco,
/kalingastone/quartz/torres,200,Torres - KalingaStone Quartz Slab UAE | Global Classic,"Torres - KalingaStone engineered quartz, Series 3, 3150 × 1450 × 20 mm. Beige & Cream Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/torres,
/kalingastone/quartz/repen,200,Repen - KalingaStone Quartz Slab UAE | Global Classic,"Repen - KalingaStone engineered quartz, Series 3, 3150 × 1450 × 20 mm, Microban® protected. Beige & Cream Quartz range. Delivery across the UAE.",/kalingastone/quartz/repen,
/kalingastone/quartz/classic-beige,200,Classic Beige - KalingaStone Quartz Slab UAE,"Classic Beige - KalingaStone engineered quartz, Series 3, 3150 × 1450 × 20 mm, Microban® protected. Beige & Cream Quartz range. Delivery across the UAE.",/kalingastone/quartz/classic-beige,
/kalingastone/quartz/toasted-almond,200,Toasted Almond - KalingaStone Quartz Slab UAE,"Toasted Almond - KalingaStone engineered quartz, Series 3, 3250 × 1650 × 20 mm. Beige & Cream Quartz range. Delivery across the UAE.",/kalingastone/quartz/toasted-almond,
/kalingastone/quartz/stellar-grey,200,Stellar Grey - KalingaStone Quartz Slab UAE | Global Classic,"Stellar Grey - KalingaStone engineered quartz, Series 3, 3250 × 1650 × 20 mm. Grey Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/stellar-grey,
/kalingastone/quartz/cosmopolitan,200,Cosmopolitan - KalingaStone Quartz Slab UAE | Global Classic,"Cosmopolitan - KalingaStone engineered quartz, Series 3, 3150 × 1450 × 20 mm. Beige & Cream Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/cosmopolitan,
/kalingastone/quartz/cement,200,Cement - KalingaStone Quartz Slab UAE | Global Classic,"Cement - KalingaStone engineered quartz, Series 3, 3150 × 1450 × 20 mm. Grey Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/cement,
/kalingastone/quartz/chandan,200,Chandan - KalingaStone Quartz Slab UAE | Global Classic,"Chandan - KalingaStone engineered quartz, Series 3, 3150 × 1450 × 20 mm, Microban® protected. Grey Quartz range. Delivery across the UAE.",/kalingastone/quartz/chandan,
/kalingastone/quartz/grigio-londra,200,Grigio Londra - KalingaStone Quartz Slab UAE,"Grigio Londra - KalingaStone engineered quartz, Series 3, 3150 × 1450 × 20 mm. Grey Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/grigio-londra,
/kalingastone/quartz/concrete,200,Concrete - KalingaStone Quartz Slab UAE | Global Classic,"Concrete - KalingaStone engineered quartz, Series 3, 3150 × 1450 × 20 mm. Grey Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/concrete,
/kalingastone/quartz/ash-grey,200,Ash Grey - KalingaStone Quartz Slab UAE | Global Classic,"Ash Grey - KalingaStone engineered quartz, Series 3, 3150 × 1450 × 20 mm. Grey Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/ash-grey,
/kalingastone/quartz/pearl-grey,200,Pearl Grey - KalingaStone Quartz Slab UAE | Global Classic,"Pearl Grey - KalingaStone engineered quartz, Series 3, 3250 × 1650 × 20 mm. Grey Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/pearl-grey,
/kalingastone/quartz/silver-grey,200,Silver Grey - KalingaStone Quartz Slab UAE | Global Classic,"Silver Grey - KalingaStone engineered quartz, Series 3, 3150 × 1450 × 20 mm. Grey Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/silver-grey,
/kalingastone/quartz/milano,200,Milano - KalingaStone Quartz Slab UAE | Global Classic,"Milano - KalingaStone engineered quartz, Series 3, 3150 × 1450 × 20 mm. Grey Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/milano,
/kalingastone/quartz/metropolitan,200,Metropolitan - KalingaStone Quartz Slab UAE | Global Classic,"Metropolitan - KalingaStone engineered quartz, Series 3, 3150 × 1450 × 20 mm. Black & Dark Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/metropolitan,
/kalingastone/quartz/ush,200,Ush - KalingaStone Quartz Slab UAE | Global Classic,"Ush - KalingaStone engineered quartz, Series 3, 3150 × 1450 × 20 mm. Black & Dark Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/ush,
/kalingastone/quartz/nero-classic,200,Nero Classic - KalingaStone Quartz Slab UAE | Global Classic,"Nero Classic - KalingaStone engineered quartz, Series 3, 3150 × 1450 × 20 mm. Black & Dark Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/nero-classic,
/kalingastone/quartz/crema-verona,200,Crema Verona - KalingaStone Quartz Slab UAE | Global Classic,"Crema Verona - KalingaStone engineered quartz, Series 2, 3150 × 1450 × 20 mm, Microban® protected. Beige & Cream Quartz range. Delivery across the UAE.",/kalingastone/quartz/crema-verona,
/kalingastone/quartz/bianco-diamante,200,Bianco Diamante - KalingaStone Quartz Slab UAE,"Bianco Diamante - KalingaStone engineered quartz, Series 2, 3150 × 1450 × 20 mm. White Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/bianco-diamante,
/kalingastone/quartz/beige-diamante,200,Beige Diamante - KalingaStone Quartz Slab UAE,"Beige Diamante - KalingaStone engineered quartz, Series 2, 3150 × 1450 × 20 mm. Beige & Cream Quartz range. Delivery across the UAE.",/kalingastone/quartz/beige-diamante,
/kalingastone/quartz/sandy-diamante,200,Sandy Diamante - KalingaStone Quartz Slab UAE,"Sandy Diamante - KalingaStone engineered quartz, Series 2, 3150 × 1450 × 20 mm. Beige & Cream Quartz range. Delivery across the UAE.",/kalingastone/quartz/sandy-diamante,
/kalingastone/quartz/mocca-creme,200,Mocca Creme - KalingaStone Quartz Slab UAE | Global Classic,"Mocca Creme - KalingaStone engineered quartz, Series 2, 3150 × 1450 × 20 mm. Beige & Cream Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/mocca-creme,
/kalingastone/quartz/desert-brown,200,Desert Brown - KalingaStone Quartz Slab UAE | Global Classic,"Desert Brown - KalingaStone engineered quartz, Series 2, 3150 × 1450 × 20 mm. Black & Dark Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/desert-brown,
/kalingastone/quartz/beige-tuscany,200,Beige Tuscany - KalingaStone Quartz Slab UAE,"Beige Tuscany - KalingaStone engineered quartz, Series 2, 3150 × 1450 × 20 mm. Beige & Cream Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/beige-tuscany,
/kalingastone/quartz/mocca-diamante,200,Mocca Diamante - KalingaStone Quartz Slab UAE,"Mocca Diamante - KalingaStone engineered quartz, Series 2, 3150 × 1450 × 20 mm. Black & Dark Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/mocca-diamante,
/kalingastone/quartz/jerusalem-diamante,200,Jerusalem Diamante - KalingaStone Quartz Slab UAE,"Jerusalem Diamante - KalingaStone engineered quartz, Series 2, 3150 × 1450 × 20 mm. Grey Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/jerusalem-diamante,
/kalingastone/quartz/grigio-diamante,200,Grigio Diamante - KalingaStone Quartz Slab UAE,"Grigio Diamante - KalingaStone engineered quartz, Series 2, 3150 × 1450 × 20 mm. Grey Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/grigio-diamante,
/kalingastone/quartz/nero-diamante,200,Nero Diamante - KalingaStone Quartz Slab UAE,"Nero Diamante - KalingaStone engineered quartz, Series 2, 3150 × 1450 × 20 mm. Black & Dark Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/nero-diamante,
/kalingastone/quartz/bianco-neve,200,Bianco Neve - KalingaStone Quartz Slab UAE | Global Classic,"Bianco Neve - KalingaStone engineered quartz, Series 1 A, 3150 × 1450 × 20 mm, Microban® protected. White Quartz range. Delivery across the UAE.",/kalingastone/quartz/bianco-neve,
/kalingastone/quartz/bianco-cristallo,200,Bianco Cristallo - KalingaStone Quartz Slab UAE,"Bianco Cristallo - KalingaStone engineered quartz, Series 1, 3150 × 1450 × 20 mm. White Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/bianco-cristallo,
/kalingastone/quartz/new-grey,200,New Grey - KalingaStone Quartz Slab UAE | Global Classic,"New Grey - KalingaStone engineered quartz, Series 1, 3150 × 1450 × 20 mm. Grey Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/new-grey,
/kalingastone/quartz/new-beige,200,New Beige - KalingaStone Quartz Slab UAE | Global Classic,"New Beige - KalingaStone engineered quartz, Series 1, 3150 × 1450 × 20 mm. Beige & Cream Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/new-beige,
/kalingastone/quartz/crema-scuro,200,Crema Scuro - KalingaStone Quartz Slab UAE | Global Classic,"Crema Scuro - KalingaStone engineered quartz, Series 1, 3150 × 1450 × 20 mm. Beige & Cream Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/crema-scuro,
/kalingastone/quartz/grigio-scuro,200,Grigio Scuro - KalingaStone Quartz Slab UAE | Global Classic,"Grigio Scuro - KalingaStone engineered quartz, Series 1, 3150 × 1450 × 20 mm, Microban® protected. Grey Quartz range. Delivery across the UAE.",/kalingastone/quartz/grigio-scuro,
/kalingastone/terrazzo/collections/roma-cafe,200,Roma & Cafe Terrazzo UAE - 7 KalingaStone Shades,"Roma & Cafe - Series 6 of the KalingaStone terrazzo range: 7 shades in 304 x 125 cm slabs, A1 fire class. AED trade pricing on enquiry.",/kalingastone/terrazzo/collections/roma-cafe,
/kalingastone/terrazzo/collections/palladiana-venetian,200,Palladiana & Venetian Terrazzo UAE - 6 KalingaStone Shades,"Palladiana & Venetian - Series 7 of the KalingaStone terrazzo range: 6 shades in 304 x 125 cm slabs, A1 fire class. AED trade pricing on enquiry.",/kalingastone/terrazzo/collections/palladiana-venetian,
/kalingastone/terrazzo/collections/elite,200,Elite Terrazzo UAE - 11 KalingaStone Shades,"Elite - Series 8 of the KalingaStone terrazzo range: 11 shades in 304 x 125 cm slabs, A1 fire class. Stocked in Sharjah, supplied UAE-wide as tiles or slabs.",/kalingastone/terrazzo/collections/elite,
/kalingastone/terrazzo/colosseo,200,Colosseo - KalingaStone Terrazzo Slab UAE | Global Classic,"Colosseo - KalingaStone terrazzo, Roma & Cafe (Series 6), 304 x 125 cm slab, Microban® protected. Tiles, slabs or cut-to-size from Sharjah stock.",/kalingastone/terrazzo/colosseo,
/kalingastone/terrazzo/forum,200,Forum - KalingaStone Terrazzo Slab UAE | Global Classic,"Forum - KalingaStone terrazzo, Roma & Cafe (Series 6), 304 x 125 cm slab. Tiles, slabs or cut-to-size from Sharjah stock.",/kalingastone/terrazzo/forum,
/kalingastone/terrazzo/navona,200,Navona - KalingaStone Terrazzo Slab UAE | Global Classic,"Navona - KalingaStone terrazzo, Roma & Cafe (Series 6), 304 x 125 cm slab. Tiles, slabs or cut-to-size from Sharjah stock.",/kalingastone/terrazzo/navona,
/kalingastone/terrazzo/imperiale,200,Imperiale - KalingaStone Terrazzo Slab UAE | Global Classic,"Imperiale - KalingaStone terrazzo, Roma & Cafe (Series 6), 304 x 125 cm slab, Microban® protected. Tiles, slabs or cut-to-size from Sharjah stock.",/kalingastone/terrazzo/imperiale,
/kalingastone/terrazzo/riva,200,Riva - KalingaStone Terrazzo Slab UAE | Global Classic,"Riva - KalingaStone terrazzo, Roma & Cafe (Series 6), 304 x 125 cm slab. Tiles, slabs or cut-to-size from Sharjah stock.",/kalingastone/terrazzo/riva,
/kalingastone/terrazzo/elba,200,Elba - KalingaStone Terrazzo Slab UAE | Global Classic,"Elba - KalingaStone terrazzo, Roma & Cafe (Series 6), 304 x 125 cm slab. Tiles, slabs or cut-to-size from Sharjah stock.",/kalingastone/terrazzo/elba,
/kalingastone/terrazzo/ceppo,200,Ceppo - KalingaStone Terrazzo Slab UAE | Global Classic,"Ceppo - KalingaStone terrazzo, Roma & Cafe (Series 6), 304 x 125 cm slab. Tiles, slabs or cut-to-size from Sharjah stock.",/kalingastone/terrazzo/ceppo,
/kalingastone/terrazzo/urban-white,200,Urban White - KalingaStone Terrazzo Slab UAE,"Urban White - KalingaStone terrazzo, Palladiana & Venetian (Series 7), 304 x 125 cm slab. Tiles, slabs or cut-to-size from Sharjah stock.",/kalingastone/terrazzo/urban-white,
/kalingastone/terrazzo/docks-grey,200,Docks Grey - KalingaStone Terrazzo Slab UAE | Global Classic,"Docks Grey - KalingaStone terrazzo, Palladiana & Venetian (Series 7), 304 x 125 cm slab, Microban® protected. Tiles, slabs or cut-to-size from Sharjah stock.",/kalingastone/terrazzo/docks-grey,
/kalingastone/terrazzo/amara-light,200,Amara Light - KalingaStone Terrazzo Slab UAE,"Amara Light - KalingaStone terrazzo, Palladiana & Venetian (Series 7), 304 x 125 cm slab. Tiles, slabs or cut-to-size from Sharjah stock.",/kalingastone/terrazzo/amara-light,
/kalingastone/terrazzo/greta-grey,200,Greta Grey - KalingaStone Terrazzo Slab UAE | Global Classic,"Greta Grey - KalingaStone terrazzo, Palladiana & Venetian (Series 7), 304 x 125 cm slab. Tiles, slabs or cut-to-size from Sharjah stock.",/kalingastone/terrazzo/greta-grey,
/kalingastone/terrazzo/hudson-sky,200,Hudson Sky - KalingaStone Terrazzo Slab UAE | Global Classic,"Hudson Sky - KalingaStone terrazzo, Palladiana & Venetian (Series 7), 304 x 125 cm slab. Tiles, slabs or cut-to-size from Sharjah stock.",/kalingastone/terrazzo/hudson-sky,
/kalingastone/terrazzo/trendy-grey,200,Trendy Grey - KalingaStone Terrazzo Slab UAE,"Trendy Grey - KalingaStone terrazzo, Palladiana & Venetian (Series 7), 304 x 125 cm slab. Tiles, slabs or cut-to-size from Sharjah stock.",/kalingastone/terrazzo/trendy-grey,
/kalingastone/terrazzo/elio,200,Elio - KalingaStone Terrazzo Slab UAE | Global Classic,"Elio - KalingaStone terrazzo, Elite (Series 8), 304 x 125 cm slab. Tiles, slabs or cut-to-size from Sharjah stock. AED trade pricing, delivery across the UAE.",/kalingastone/terrazzo/elio,
/kalingastone/terrazzo/new-deluxe-white,200,New Deluxe White - KalingaStone Terrazzo Slab UAE,"New Deluxe White - KalingaStone terrazzo, Elite (Series 8), 304 x 125 cm slab. Tiles, slabs or cut-to-size from Sharjah stock.",/kalingastone/terrazzo/new-deluxe-white,
/kalingastone/terrazzo/exotic-green,200,Exotic Green - KalingaStone Terrazzo Slab UAE,"Exotic Green - KalingaStone terrazzo, Elite (Series 8), 304 x 125 cm slab. Tiles, slabs or cut-to-size from Sharjah stock.",/kalingastone/terrazzo/exotic-green,
/kalingastone/terrazzo/supreme-brown,200,Supreme Brown - KalingaStone Terrazzo Slab UAE,"Supreme Brown - KalingaStone terrazzo, Elite (Series 8), 304 x 125 cm slab. Tiles, slabs or cut-to-size from Sharjah stock.",/kalingastone/terrazzo/supreme-brown,
/kalingastone/terrazzo/savvanna,200,Savvanna - KalingaStone Terrazzo Slab UAE | Global Classic,"Savvanna - KalingaStone terrazzo, Elite (Series 8), 304 x 125 cm slab. Tiles, slabs or cut-to-size from Sharjah stock.",/kalingastone/terrazzo/savvanna,desc 118ch
/kalingastone/terrazzo/deserto,200,Deserto - KalingaStone Terrazzo Slab UAE | Global Classic,"Deserto - KalingaStone terrazzo, Elite (Series 8), 304 x 125 cm slab. Tiles, slabs or cut-to-size from Sharjah stock.",/kalingastone/terrazzo/deserto,desc 117ch
/kalingastone/terrazzo/jade,200,Jade - KalingaStone Terrazzo Slab UAE | Global Classic,"Jade - KalingaStone terrazzo, Elite (Series 8), 304 x 125 cm slab. Tiles, slabs or cut-to-size from Sharjah stock. AED trade pricing, delivery across the UAE.",/kalingastone/terrazzo/jade,
/kalingastone/terrazzo/new-white-dove,200,New White Dove - KalingaStone Terrazzo Slab UAE,"New White Dove - KalingaStone terrazzo, Elite (Series 8), 304 x 125 cm slab, Microban® protected. Tiles, slabs or cut-to-size from Sharjah stock.",/kalingastone/terrazzo/new-white-dove,
/kalingastone/terrazzo/mateo-white,200,Mateo White - KalingaStone Terrazzo Slab UAE,"Mateo White - KalingaStone terrazzo, Elite (Series 8), 304 x 125 cm slab. Tiles, slabs or cut-to-size from Sharjah stock.",/kalingastone/terrazzo/mateo-white,
/kalingastone/terrazzo/terra-cream,200,Terra Cream - KalingaStone Terrazzo Slab UAE,"Terra Cream - KalingaStone terrazzo, Elite (Series 8), 304 x 125 cm slab. Tiles, slabs or cut-to-size from Sharjah stock.",/kalingastone/terrazzo/terra-cream,
/kalingastone/terrazzo/silver-rock,200,Silver Rock - KalingaStone Terrazzo Slab UAE,"Silver Rock - KalingaStone terrazzo, Elite (Series 8), 304 x 125 cm slab. Tiles, slabs or cut-to-size from Sharjah stock.",/kalingastone/terrazzo/silver-rock,
/kalingastone/marble/colours/white-marble,200,White Marble Slabs UAE - 10 KalingaStone Shades,"10 white marble shades from the KalingaStone engineered marble collection - 304 x 125 cm slabs, repolishable. AED trade pricing.",/kalingastone/marble/colours/white-marble,
/kalingastone/marble/colours/cream-beige-marble,200,Cream & Beige Marble Slabs UAE - 13 KalingaStone Shades,"13 cream & beige marble shades from the KalingaStone engineered marble collection - 304 x 125 cm slabs, repolishable. AED trade pricing.",/kalingastone/marble/colours/cream-beige-marble,
/kalingastone/marble/colours/grey-marble,200,Grey Marble Slabs UAE - 8 KalingaStone Shades,"8 grey marble shades from the KalingaStone engineered marble collection - 304 x 125 cm slabs, repolishable. AED trade pricing.",/kalingastone/marble/colours/grey-marble,
/kalingastone/marble/colours/gold-brown-marble,200,Gold & Emperador Marble Slabs UAE - 4 KalingaStone Shades,"4 gold & emperador marble shades from the KalingaStone engineered marble collection - 304 x 125 cm slabs, repolishable. AED trade pricing.",/kalingastone/marble/colours/gold-brown-marble,
/kalingastone/marble/candy-white,200,Candy White - KalingaStone Marble Slab UAE | Global Classic,"Candy White - KalingaStone engineered marble, Series-1, 304 x 125 cm slab. White Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/candy-white,
/kalingastone/marble/cristallo,200,Cristallo - KalingaStone Marble Slab UAE | Global Classic,"Cristallo - KalingaStone engineered marble, Series-2, 304 x 125 cm slab, Microban® option. White Marble range. Delivery across the UAE.",/kalingastone/marble/cristallo,
/kalingastone/marble/artic-white,200,Artic White - KalingaStone Marble Slab UAE | Global Classic,"Artic White - KalingaStone engineered marble, Series-2, 304 x 125 cm slab. White Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/artic-white,
/kalingastone/marble/raffaele,200,Raffaele - KalingaStone Marble Slab UAE | Global Classic,"Raffaele - KalingaStone engineered marble, Series-2, 304 x 125 cm slab, Microban® option. Cream & Beige Marble range. Delivery across the UAE.",/kalingastone/marble/raffaele,
/kalingastone/marble/romolo,200,Romolo - KalingaStone Marble Slab UAE | Global Classic,"Romolo - KalingaStone engineered marble, Series-2, 304 x 125 cm slab. Cream & Beige Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/romolo,
/kalingastone/marble/bianco-venus,200,Bianco Venus - KalingaStone Marble Slab UAE | Global Classic,"Bianco Venus - KalingaStone engineered marble, Series-2, 304 x 125 cm slab, Microban® option. White Marble range. Delivery across the UAE.",/kalingastone/marble/bianco-venus,
/kalingastone/marble/classic-crystal,200,Classic Crystal - KalingaStone Marble Slab UAE,"Classic Crystal - KalingaStone engineered marble, Series-2, 304 x 125 cm slab. Cream & Beige Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/classic-crystal,
/kalingastone/marble/crema-nova,200,Crema Nova - KalingaStone Marble Slab UAE | Global Classic,"Crema Nova - KalingaStone engineered marble, Series-2, 304 x 125 cm slab. Cream & Beige Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/crema-nova,
/kalingastone/marble/dallia,200,Dallia - KalingaStone Marble Slab UAE | Global Classic,"Dallia - KalingaStone engineered marble, Series-2, 304 x 125 cm slab. Cream & Beige Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/dallia,
/kalingastone/marble/mellissa,200,Mellissa - KalingaStone Marble Slab UAE | Global Classic,"Mellissa - KalingaStone engineered marble, Series-2, 304 x 125 cm slab. Grey Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/mellissa,
/kalingastone/marble/ottone,200,Ottone - KalingaStone Marble Slab UAE | Global Classic,"Ottone - KalingaStone engineered marble, Series-2, 304 x 125 cm slab. Cream & Beige Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/ottone,
/kalingastone/marble/romeo,200,Romeo - KalingaStone Marble Slab UAE | Global Classic,"Romeo - KalingaStone engineered marble, Series-2, 304 x 125 cm slab. Cream & Beige Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/romeo,
/kalingastone/marble/tiberio,200,Tiberio - KalingaStone Marble Slab UAE | Global Classic,"Tiberio - KalingaStone engineered marble, Series-3, 304 x 125 cm slab. Cream & Beige Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/tiberio,
/kalingastone/marble/cleopatra,200,Cleopatra - KalingaStone Marble Slab UAE | Global Classic,"Cleopatra - KalingaStone engineered marble, Series-3, 304 x 125 cm slab. White Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/cleopatra,
/kalingastone/marble/gardenia,200,Gardenia - KalingaStone Marble Slab UAE | Global Classic,"Gardenia - KalingaStone engineered marble, Series-3, 304 x 125 cm slab. White Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/gardenia,
/kalingastone/marble/luna,200,Luna - KalingaStone Marble Slab UAE | Global Classic,"Luna - KalingaStone engineered marble, Series-3, 304 x 125 cm slab. Cream & Beige Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/luna,
/kalingastone/marble/aurelio-nuovo,200,Aurelio Nuovo - KalingaStone Marble Slab UAE,"Aurelio Nuovo - KalingaStone engineered marble, Series-3, 304 x 125 cm slab. White Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/aurelio-nuovo,
/kalingastone/marble/minta-flurry,200,Minta Flurry - KalingaStone Marble Slab UAE | Global Classic,"Minta Flurry - KalingaStone engineered marble, Series-3, 304 x 125 cm slab, Microban® option. Grey Marble range. Delivery across the UAE.",/kalingastone/marble/minta-flurry,
/kalingastone/marble/palladio-grey,200,Palladio Grey - KalingaStone Marble Slab UAE,"Palladio Grey - KalingaStone engineered marble, Series-3, 304 x 125 cm slab. Grey Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/palladio-grey,
/kalingastone/marble/arcadio,200,Arcadio - KalingaStone Marble Slab UAE | Global Classic,"Arcadio - KalingaStone engineered marble, Series-3, 304 x 125 cm slab. Gold & Emperador Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/arcadio,
/kalingastone/marble/grigio-classico,200,Grigio Classico - KalingaStone Marble Slab UAE,"Grigio Classico - KalingaStone engineered marble, Series-3, 304 x 125 cm slab. Grey Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/grigio-classico,
/kalingastone/marble/valente,200,Valente - KalingaStone Marble Slab UAE | Global Classic,"Valente - KalingaStone engineered marble, Series-3, 304 x 125 cm slab. Gold & Emperador Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/valente,
/kalingastone/marble/grigio-billiame,200,Grigio Billiame - KalingaStone Marble Slab UAE,"Grigio Billiame - KalingaStone engineered marble, Series-3, 304 x 125 cm slab. Grey Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/grigio-billiame,
/kalingastone/marble/ottoman-beige,200,Ottoman Beige - KalingaStone Marble Slab UAE,"Ottoman Beige - KalingaStone engineered marble, Series-3, 304 x 125 cm slab, Microban® option. Cream & Beige Marble range. Delivery across the UAE.",/kalingastone/marble/ottoman-beige,
/kalingastone/marble/althea,200,Althea - KalingaStone Marble Slab UAE | Global Classic,"Althea - KalingaStone engineered marble, Series-4, 304 x 125 cm slab, Microban® option. White Marble range. Delivery across the UAE.",/kalingastone/marble/althea,
/kalingastone/marble/fresh-concrete,200,Fresh Concrete - KalingaStone Marble Slab UAE,"Fresh Concrete - KalingaStone engineered marble, Series-4, 304 x 125 cm slab. Cream & Beige Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/fresh-concrete,
/kalingastone/marble/alyssa,200,Alyssa - KalingaStone Marble Slab UAE | Global Classic,"Alyssa - KalingaStone engineered marble, Series-4, 304 x 125 cm slab. Grey Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/alyssa,
/kalingastone/marble/camelia,200,Camelia - KalingaStone Marble Slab UAE | Global Classic,"Camelia - KalingaStone engineered marble, Series-4, 304 x 125 cm slab. Cream & Beige Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/camelia,
/kalingastone/marble/dantea,200,Dantea - KalingaStone Marble Slab UAE | Global Classic,"Dantea - KalingaStone engineered marble, Series-4, 304 x 125 cm slab, Microban® option. Cream & Beige Marble range. Delivery across the UAE.",/kalingastone/marble/dantea,
/kalingastone/marble/sleek-concrete,200,Sleek Concrete - KalingaStone Marble Slab UAE,"Sleek Concrete - KalingaStone engineered marble, Series-4, 304 x 125 cm slab. Grey Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/sleek-concrete,
/kalingastone/marble/emperador-chiara,200,Emperador Chiara - KalingaStone Marble Slab UAE,"Emperador Chiara - KalingaStone engineered marble, Series-4, 304 x 125 cm slab. Gold & Emperador Marble range. Delivery across the UAE.",/kalingastone/marble/emperador-chiara,
/kalingastone/marble/emperador-scuro,200,Emperador Scuro - KalingaStone Marble Slab UAE,"Emperador Scuro - KalingaStone engineered marble, Series-4, 304 x 125 cm slab. Gold & Emperador Marble range. Delivery across the UAE.",/kalingastone/marble/emperador-scuro,
/kalingastone/marble/majestic-grey,200,Majestic Grey - KalingaStone Marble Slab UAE,"Majestic Grey - KalingaStone engineered marble, Series-4, 304 x 125 cm slab. Grey Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/majestic-grey,
/kalingastone/marble/amelia,200,Amelia - KalingaStone Marble Slab UAE | Global Classic,"Amelia - KalingaStone engineered marble, Series-5A, 304 x 125 cm slab, Microban® option. White Marble range. Delivery across the UAE.",/kalingastone/marble/amelia,
/kalingastone/marble/bianco-thassos,200,Bianco Thassos - KalingaStone Marble Slab UAE,"Bianco Thassos - KalingaStone engineered marble, Series-5B, 304 x 125 cm slab. White Marble range. AED slab pricing and availability from Sharjah stock.",/kalingastone/marble/bianco-thassos,
